Product Name,JLR,,,,,
HV_Channel OFF,,,,,Passed,0.594
Generate Inverter_part_number,,,,,Passed,0.233
LAB,2.61E+18,,1,,Passed,0.122
12V_DC_Source,,,,,Passed,0.244
Wait,,,,,Passed,0.226
Switch OFF 12V_8,,,,,Passed,0.197
Switch OFF 12V_9,,,,,Passed,0.231
Switch OFF Current measure,,,,,Passed,0.227
Disconnect,,,,,Passed,5.795
Switch ON _41,,,,,Passed,0.194
12V_DC_Source,,,,,Passed,0.231
Wait,,,,,Passed,0.226
Switch OFF 12V_8,,,,,Passed,0.221
Switch OFF 12V_9,,,,,Passed,0.228
Wait,,,,,Passed,0.526
Switch On 12V_8,,,,,Passed,0.193
Switch On 12V_9,,,,,Passed,0.204
Voltage=12.5V,,,,,Passed,0.228
Current=5A,,,,,Passed,0.224
12V_DC_Source,,,,,Passed,0.255
Wait,,,,,Passed,0.225
Wake up,,,,,Passed,1.07
Wait,,,,,Passed,0.225
Connect DUT,,,,,Passed,7.394
Wait,,,,,Passed,0.226
Read SASMACS_AclState,50,,30,50,Passed,0.05
Read SASMACS_AclState,3,,3,3,Passed,0.047
Read SASMACS_AclState,2,,2,2,Passed,0.045
Read MAIN_MSGu8InverterHVILStatus,1,,1,1,Passed,0.043
Switch OFF CAN_12,,,,,Passed,0.218
Switch OFF CAN_34,,,,,Passed,0.202
Disconnect,,,,,Passed,3.749
